"KG PSP Warszawa
ul. Podchor¹¿ych 38
00-463 Warszawa
";;;;;;;;;;;;;;;Warszawa, 23-01-2019 r.;;
;;;;;;;;;;;;;;;;;
27_2. Rodzaj miejscowego zagro¿enia w rozbiciu na województwo, powiat, gminê.;;;;;;;;;;;;;;;;;
;;Rodzaj Miejscowego Zagro¿enia;;;;;;;;;;;;;;;
LP.;Podzia³ administracyjny;OGÓ£EM;Silne wiatry;Przybory wód;Opady œniegu;Opady deszczu;Chemiczne;Ekologiczne;Radiologiczne;Budowlane;Infrastruktury komunalnej;W transporcie drogowym;W transporcie kolejowym;W transporcie lotniczym;Na obszarach wodnych;Medyczne;
1;Polska;183735;39760;2634;1487;12179;9811;855;5;3988;5430;70567;474;102;4304;32139;
2;DOLNOŒL¥SKIE;14927;3361;34;78;678;820;129;0;370;722;5347;23;7;368;2990;
3;boles³awiecki;774;149;4;8;190;21;0;0;12;12;225;0;0;6;147;
4;Boles³awiec (gmina wiejska);160;26;0;3;22;3;0;0;4;0;68;0;0;4;30;
5;Boles³awiec (gmina miejska);285;33;0;1;146;11;0;0;2;2;42;0;0;2;46;
6;Gromadka;58;4;0;2;0;0;0;0;0;7;26;0;0;0;19;
7;Nowogrodziec;148;54;4;2;21;3;0;0;5;1;41;0;0;0;17;
8;Osiecznica;72;21;0;0;1;2;0;0;1;0;27;0;0;0;20;
9;Warta Boles³awiecka;51;11;0;0;0;2;0;0;0;2;21;0;0;0;15;
10;dzier¿oniowski;394;79;1;1;13;37;2;0;7;7;112;1;0;25;109;
11;Bielawa;58;8;0;0;3;13;0;0;1;1;16;0;0;2;14;
12;Dzier¿oniów (gmina miejska);114;20;0;0;1;12;1;0;1;1;19;1;0;16;42;
13;Dzier¿oniów (gmina wiejska);68;25;1;0;3;0;0;0;4;1;23;0;0;2;9;
14;£agiewniki;66;7;0;0;3;5;1;0;1;2;27;0;0;4;16;
15;Niemcza;45;6;0;1;2;2;0;0;0;1;18;0;0;1;14;
16;Pieszyce;28;8;0;0;1;3;0;0;0;0;7;0;0;0;9;
17;Pi³awa Górna;15;5;0;0;0;2;0;0;0;1;2;0;0;0;5;
18;g³ogowski;229;50;1;1;7;8;2;0;2;3;124;1;0;9;21;
19;G³ogów (gmina wiejska);21;4;1;0;0;0;0;0;1;0;14;0;0;1;0;
20;G³ogów (gmina miejska);119;28;0;1;5;6;2;0;0;1;61;1;0;6;8;
21;Jerzmanowa;27;0;0;0;0;1;0;0;0;1;20;0;0;2;3;
22;Kotla;22;6;0;0;0;0;0;0;0;0;11;0;0;0;5;
23;Pêc³aw;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;¯ukowice;36;8;0;0;2;1;0;0;1;1;18;0;0;0;5;
25;górowski;181;55;0;0;0;2;0;0;7;2;72;0;0;7;36;
26;Góra;95;18;0;0;0;2;0;0;1;2;47;0;0;2;23;
27;Jemielno;15;6;0;0;0;0;0;0;0;0;5;0;0;1;3;
28;Niechlów;19;7;0;0;0;0;0;0;0;0;7;0;0;2;3;
29;W¹sosz;52;24;0;0;0;0;0;0;6;0;13;0;0;2;7;
30;jaworski;426;102;0;2;9;11;4;0;16;34;165;1;0;11;71;
31;Bolków;174;51;0;0;9;3;1;0;7;26;55;0;0;1;21;
32;Jawor;78;10;0;2;0;7;1;0;4;7;25;0;0;6;16;
33;Mêcinka;47;15;0;0;0;0;1;0;2;0;21;0;0;0;8;
34;Mœciwojów;37;5;0;0;0;0;0;0;1;0;17;1;0;4;9;
35;Paszowice;41;15;0;0;0;0;0;0;0;1;19;0;0;0;6;
36;W¹dro¿e Wielkie;49;6;0;0;0;1;1;0;2;0;28;0;0;0;11;
37;Jelenia Góra;378;127;1;1;12;41;3;0;21;6;95;1;0;5;65;
38;Jelenia Góra;378;127;1;1;12;41;3;0;21;6;95;1;0;5;65;
39;jeleniogórski;637;320;3;4;9;23;14;0;18;6;152;0;1;20;67;
40;Janowice Wielkie;36;11;0;0;0;0;1;0;0;0;15;0;0;0;9;
41;Je¿ów Sudecki;56;29;0;0;2;1;0;0;4;0;14;0;1;0;5;
42;Karpacz;110;76;1;0;0;4;1;0;1;2;19;0;0;1;5;
43;Kowary;50;12;1;1;0;5;0;0;1;2;13;0;0;4;11;
44;Mys³akowice;68;29;0;0;1;0;1;0;4;0;21;0;0;4;8;
45;Piechowice;38;17;0;0;1;3;2;0;0;1;8;0;0;5;1;
